ejercicio,ordencompra,fecha,importe,proveedor,dependencia,expediente
2024,6115,30-08-2024,1823824.0,ALESSIO ORNELLA MARISOL,HOGAR DE NIÑOS Y NIÑAS PEUMAYEN,Suministro 5624/2024
2024,6120,30-08-2024,440000.0,MURGA LOS DESCARRILADOS ASOCIACION CIVIL,INSTITUTO CULTURAL MUNICIPAL,Suministro 6473/2024
2024,6124,30-08-2024,415360.0,"GABY ""LA VOZ SENSUAL DEL TANGO""",INSTITUTO CULTURAL MUNICIPAL,Suministro 6471/2024
2024,2494,25-04-2024,113202.76,EMSICA SRL,DIRECCION GRAL. DE FISCALIZACION,Suministro 2777/2024
2024,2495,25-04-2024,330896.0,RURALES DON OSCAR S.A.,NO USAR-DELEGACION SESQUICENTENARIO,Suministro 2657/2024
2024,2558,29-04-2024,168000.0,CELAVE LAURA SUSANA,INSTITUTO CULTURAL MUNICIPAL,Suministro 3031/2024
2024,2561,29-04-2024,295863.75,C3I S.A.,MUSEO DEL PUERTO,Suministro 2779/2024
2024,2645,30-04-2024,478800.0,ROTH GABRIEL FABIAN,INSTITUTO CULTURAL MUNICIPAL,Suministro 3091/2024
2024,2695,30-04-2024,1613240.0,COOPERATIVA DE TRABAJO LA PRIMERA DE INGENIERO WHITE,NO USAR-DELEGACION ING. WHITE,Suministro 3114/2024
2024,2703,30-04-2024,154000.0,DESCALZO MARCELO OSCAR,H.C.D.,Suministro 3174/2024
2024,2732,01-05-2024,1155800.0,LIBRERIA DEL COLEGIO,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 1899/2024
2024,2733,01-05-2024,63080.0,LA CASA DEL CARTUCHO - LUIS J. DREVNIAK MATERIALES ELECTRICOS,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 1899/2024
2024,3226,24-05-2024,414000.0,ORTA MARTIN IGNACIO,INTENDENCIA,Suministro 3915/2024
2024,3556,31-05-2024,1216800.0,ARANGUIZ JESSICA ALEJANDRA,SEC. DE SALUD,Suministro 4288/2024
2024,3584,31-05-2024,8233570.74,TRANSPORTADORA DE CAUDALES JUNCADELLA SOCIEDAD ANONIMA,DEP. TESORERIA,Suministro 3733/2024
2024,3684,31-05-2024,1290000.0,IBASETA ALDANA,SERV. LOC. PROM Y PROT.I.DER. NIÑOS Y ADOLES.,Suministro 3448/2024
2024,3693,31-05-2024,1290000.0,CABALEIRO LUANA,OFICINA DE COORDINACION NIDO,Suministro 3940/2024
2024,4182,19-06-2024,527100.0,GUALDESI HERMANOS SRL.,DIRECCION GENERAL DE EDUCACION,Suministro 3603/2024
2024,4441,28-06-2024,8603100.0,BAHIA TRANSPORTE SAPEM,SEC. DE SALUD,Suministro 4465/2024
2024,4585,05-07-2024,9195186.2,TALLERES B J IRRAZABAL S.A.,DEP. PROYECTOS Y OBRAS,Suministro 3524/2024
2024,4590,05-07-2024,4791903.96,COOPERATIVA DE TRABAJO LA PRIMERA DE INGENIERO WHITE,OFIC PRESERVACION Y OPTIM DE LA CALIDAD AMBIENTAL,Suministro 4912/2024
2024,5014,29-07-2024,3365000.0,CARLOS GASTINEL Y CIA SRL,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 4620/2024
2024,5089,30-07-2024,250000.0,RUEDA JANO,H.C.D.,Suministro 5389/2024
2024,5102,31-07-2024,300000.0,DE LA IGLESIA NESTOR HUGO,H.C.D.,Suministro 5396/2024
2024,5104,31-07-2024,250000.0,ASESOR.AR,H.C.D.,Suministro 5392/2024
2024,5108,31-07-2024,11526665.4,COOPERATIVA DE TRABAJO SEGURIDAD INTEGRAL LIMITADA,TEATRO MUNICIPAL,Suministro 4946/2024
2024,5123,31-07-2024,192980.0,FERRETERIA CENTRO,MUSEO DE CIENCIAS NATURALES,Suministro 5337/2024
2024,5135,31-07-2024,4640000.0,EL BAHIENSE,INSTITUTO DEL DEPORTE,Suministro 4973/2024
2024,5437,13-08-2024,174740.0,LIBRERIA DEL COLEGIO,SEC. DE SALUD,Suministro 5251/2024
2024,5440,13-08-2024,4537500.0,PROTEGEN,DEPARTAMENTO CONSERVACION VIAL,Suministro 5776/2024
2024,5701,26-08-2024,1280180.0,LEMA CRISTIAN ANIBAL,INTENDENCIA,Suministro 6313/2024
2024,5852,29-08-2024,2021000.0,LIZARRAGA JULIETA,DIVISION DESARROLLO SOCIAL,Suministro 6214/2024
2024,5856,29-08-2024,2021000.0,FORTUNATO PABLO DAMIAN,DIVISION DESARROLLO SOCIAL,Suministro 6225/2024
2024,5894,29-08-2024,540000.0,EMBRAGUES ALESS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5008/2024
2024,6015,30-08-2024,14420200.0,LA BRUJULA SERVICIOS PERIODISTICOS,INTENDENCIA,Suministro 6341/2024
2024,6028,30-08-2024,3115200.0,VERNA ETCHEBER ROBERTO RUBEN,NO USAR-SECRETARIA DE PLANEAMIENTO URBANO,Suministro 6142/2024
2024,6033,30-08-2024,709746.4,PELUFFO YESICA ANAHI,MUSEO FERROWHITE,Suministro 6442/2024
2024,6081,30-08-2024,2100000.0,BINAGHI ALEJANDRO ANDRES,INTENDENCIA,Suministro 6404/2024
2024,6091,30-08-2024,1979488.0,GARCIA STEPHANIE FERNANDA,CASA DE ABRIGO,Suministro 5604/2024
2024,6128,30-08-2024,572699151.78,MINISTERIO DE SEGURIDAD - SEGURIDAD PROVINCIAL,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 6034/2024
2024,6155,30-08-2024,879840.0,AVALOS JUAN TOMAS,OFICINA DE COORDINACION NIDO,Suministro 5764/2024
2024,6158,30-08-2024,391040.0,ARDANAZ JULIETA,OFICINA DE COORDINACION NIDO,Suministro 5756/2024
2024,6228,02-09-2024,197500.0,DESCARTABLES BLANCO,DIVISION DESARROLLO SOCIAL,Suministro 5980/2024
2024,6236,02-09-2024,1700000.0,PANADERIA LA NUEVA ESPIGA,SUBSECRETARIA DE DESARROLLO PRODUCTIVO,Suministro 5999/2024
2024,7171,04-10-2024,2298711.0,MILAZZO PERFORACIONES,DIRECCION ADJUNTA DE ORDENAMIENTO FORESTAL URBANO,Suministro 5276/2024
2024,7603,25-10-2024,1014000.0,HAAG SANTIAGO JAVIER,SEC. DE SALUD,Suministro 7211/2024
2024,8075,19-11-2024,43200.0,REVISTA OBRAS & PROTAGONISTAS,SEC. DE OBRAS Y SERVICIOS PUBLICOS,Suministro 8051/2024
2024,8121,20-11-2024,233989.8,ECOBAHIA S.A.,DIVISION DE ACCESIBILIDAD E INLCUSION,Suministro 8026/2024
2024,8184,22-11-2024,55102634.94,PROBRAS BAHIA S.R.L.,DEP. PROYECTOS Y OBRAS,Suministro 7058/2024
2024,8214,25-11-2024,177550.0,NIVEL PARA LA CONSTRUCCION,SUBSECRETARIA DE HABITAT,Suministro 7066/2024
2024,8225,25-11-2024,2775000.0,EMBRAGUES LEMA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 8097/2024
2024,8395,29-11-2024,350000.0,CLUB VILLA MITRE,DIRECCION DE PERSONAS MAYORES,Suministro 8307/2024
2024,8405,29-11-2024,832500.0,VASQUEZ GUSTAVO ADRIAN,INSTITUTO DEL DEPORTE,Suministro 8284/2024
2024,171,26-01-2024,1214690.64,BIANCHINI FRANCO,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 233/2024
2024,174,26-01-2024,1138008.0,LA CABAÑA,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 283/2024
2024,182,26-01-2024,161656.0,ECOBAHIA S.A.,INSTITUTO CULTURAL MUNICIPAL,Suministro 303/2024
2024,362,31-01-2024,27739800.0,COLEGIO DE PSICOLOGOS DE LA PROVINCIA DE BUENOS AIRES DISTRITO I BAHIA,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 2/2024
2024,458,08-02-2024,1642535.0,GRAFICA ZINGER S.A.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 766/2024
2024,586,19-02-2024,741004.0,ECOBAHIA S.A.,DPTO. ADMINISTRATIVO DE TRANSITO,Suministro 825/2024
2024,635,21-02-2024,1038365.0,COOPERATIVA OBRERA LIMITADA DE CONSUMO Y VIVIENDA,"AGENCIA INNOVACION, DES PROD Y URBANISMO",Suministro 1361/2024
2024,644,21-02-2024,379500.0,ALVAREZ NEUMATICOS S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 317/2024
2024,652,21-02-2024,32000.0,SANCOR COOPERATIVA DE SEGUROS LIMITADA,"AGENCIA DES TERRITORIAL, DESCENT Y PARTIC CIUDAD",Suministro 1398/2024
2024,1274,04-03-2024,2090000.0,BR-GROUP SOLUCIONES EN TECNOLOGIA,SUBDIRECCION DE SISTEMAS E INFRAEST TECNOLOGICA,Suministro 1779/2024
2024,1572,15-03-2024,586017.52,INGENIERIA BAHIA S.R.L.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 1912/2024
2024,1431,11-03-2024,790100.0,LA MOLIENDA,DIVISION DESARROLLO SOCIAL,Suministro 1423/2024
2024,1444,11-03-2024,1944000.0,LUMIX ILUMINACION,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Suministro 1758/2024
2024,1517,14-03-2024,431250.0,DELGADO LUCIANO DAMIAN,INTENDENCIA,Suministro 1748/2024
2024,1561,15-03-2024,276174.0,GREEN & CLEAN,NO USAR-SECRETARIA DE PLANEAMIENTO URBANO,Suministro 1860/2024
2024,1579,15-03-2024,82875.0,RED  PRODUCCIONES (REVISTA LA BAHIA DEL BASQUET),INTENDENCIA,Suministro 2012/2024
2024,1778,26-03-2024,163500.0,MERCERIA - TAPICERIA MIGUEL,VETERINARIA Y ZOONOSIS,Suministro 1946/2024
2024,1836,26-03-2024,229900.0,LIBRERIA DEL COLEGIO,SUBSECRETARIA DE ESPACIOS PUBLICOS,Suministro 1233/2024
2024,1914,27-03-2024,195000.0,COPYFAX FOTOCOPIADORAS S.R.L.,OFIC PRESERVACION Y OPTIM DE LA CALIDAD AMBIENTAL,Suministro 1922/2024
2024,2148,09-04-2024,304617.14,GRUPO MARCO CONSTRUCCIONES S.R.L.,DEP. PROYECTOS Y OBRAS,Suministro 1964/2024
2024,2153,09-04-2024,846865.61,ASIR ARGENTINA SRL,DEP. PROYECTOS Y OBRAS,Suministro 795/2024
2024,2154,09-04-2024,3173243.83,OBRAS ABEDUL S.R.L.,DEP. VIALIDAD,Suministro 819/2024
2024,2160,09-04-2024,560000.0,LEITHOLD ROCIO MELINA,DIRECCION GENERAL DE EDUCACION,Suministro 2484/2024
2024,8353,28-11-2024,23800.0,FERRETERIA CENTRO,INSTITUTO DEL DEPORTE,Suministro 8329/2024
2024,7394,16-10-2024,120000.0,FASE SERVICE,SEC. DE SALUD,Suministro 7469/2024
2024,7489,21-10-2024,592300.0,PALMA CARTELES S.R.L.,APELL,Suministro 7627/2024
2024,7529,22-10-2024,1014000.0,BENITEZ FLORENCIA MICAELA,SEC. DE SALUD,Suministro 7204/2024
2024,7916,07-11-2024,440000.0,JAGER ALEXIS EMANUEL,INSTITUTO CULTURAL MUNICIPAL,Suministro 7989/2024
2024,8036,14-11-2024,490500.0,ACQUAMANSA,SUBSECRETARIA DE AMBIENTE,Suministro 8053/2024
2024,8062,15-11-2024,811200.0,LIZAMA STEFANIA MARIEL,SEC. DE SALUD,Suministro 8052/2024
2024,8064,15-11-2024,149000.0,CALCO SAURIOS,INTENDENCIA,Suministro 8138/2024
2024,8973,23-12-2024,9160000.0,DIAGRAMA S.R.L.,ALMACEN DE COMPRAS,Suministro 7831/2024
2024,9038,26-12-2024,215915.05,PROMAR S.R. L,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 9025/2024
2024,8861,17-12-2024,1267500.0,ACCESORIOS IGNACIO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 8105/2024
2024,140,18-01-2024,90000.0,HND IMPRESIONES,H.C.D.,Suministro 273/2024
2024,527,14-02-2024,267142.81,COOPERATIVA DE TRABAJO CENTRO LIMITADA,"AGENCIA INNOVACION, DES PROD Y URBANISMO",Suministro 1135/2024
2024,680,23-02-2024,192632.0,ECOBAHIA S.A.,"AGENCIA INNOVACION, DES PROD Y URBANISMO",Suministro 737/2024
2024,1336,06-03-2024,30976.0,ZANGLA ULISES,DEP. ELECTRICIDAD Y MECANICA,Suministro 1444/2024
2024,1750,25-03-2024,1010796.0,GREEN & CLEAN,SEC. DE SALUD,Suministro 205/2024
2024,1968,03-04-2024,807080.0,REPUESTOS TATO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 1836/2024
2024,2310,15-04-2024,2306250.0,COOPERATIVA OBRERA LIMITADA DE CONSUMO Y VIVIENDA,OFICINA DEPOSITO Y LOGISTICA,Suministro 2555/2024
2024,2423,22-04-2024,2590000.0,EMBRAGUES LEMA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 1788/2024
2024,2462,24-04-2024,83202.0,LA MOLIENDA,"AGENCIA DE SEGURIDAD, EMERGENCIA Y RESP. INMED",Suministro 2866/2024
2024,2465,24-04-2024,234000.0,LUONGO CRISTALES,H.C.D.,Suministro 1114/2024
2024,2511,26-04-2024,2710175.0,FERRIMED S.R.L.,DIVISION DE ACCESIBILIDAD E INLCUSION,Suministro 1762/2024
2024,2512,26-04-2024,112250.0,LTM SUMINISTROS INDUSTRIALES,DIVISION DE ACCESIBILIDAD E INLCUSION,Suministro 1762/2024
2024,2515,26-04-2024,5655210.0,LA AGRONOMIA,VETERINARIA Y ZOONOSIS,Suministro 740/2024
2024,2787,06-05-2024,11586960.0,FIORAMO S.A.,DIRECCION ADJUNTA DE ORDENAMIENTO FORESTAL URBANO,Suministro 119/2024
2024,2885,08-05-2024,2335214.0,DROGUERIA SIS,SEC. DE SALUD,Suministro 164/2024
2024,3039,16-05-2024,135037.78,NITRAM S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2960/2024
2024,3457,30-05-2024,1106073.0,BAMBILL MARIA PAULA,INSTITUTO CULTURAL MUNICIPAL,Suministro 4120/2024
2024,3512,30-05-2024,67967.7,CODIMAT S.A.,HOGAR DE NIÑOS Y NIÑAS PEUMAYEN,Suministro 3746/2024
2024,3585,31-05-2024,5768100.0,LANEKO S.A.,DPTO. ADMINISTRATIVO DE TRANSITO,Suministro 4210/2024
2024,3764,31-05-2024,825000.0,DUMRAUF VEGA BRENDA MARIAN,COORD. PROGRAMA ENVION,Suministro 3486/2024
2024,3768,31-05-2024,1327194.72,LEGUIZAMON ROSANA BEATRIZ,CASA DE ABRIGO II,Suministro 3425/2024
2024,3780,31-05-2024,1097400.0,CABRERA CLARA VICTORIA,MUSEO DE ARTE CONTEMPORANEO,Suministro 4262/2024
2024,3818,31-05-2024,579133.1,BARI S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 3711/2024
2024,4275,26-06-2024,34265.02,"SEGUSUR S.H. DE GOMEZ, GUSTAVO Y GARCIA, MARTIN",DIRECCION GENERAL DE EDUCACION,Suministro 3807/2024
2024,4488,01-07-2024,15901370.76,VIGATA CONSTRUCCIONES S.A.,DEP. PROYECTOS Y OBRAS,Exp 2539/2024
2024,4751,15-07-2024,870015.76,STOP,LILIANA ABIA DE CECI (EX CASA DEL NIÑO ING. WHITE),Suministro 4719/2024
2024,4764,16-07-2024,227987.01,GRAFICA ZINGER S.A.,SEC. DE SALUD,Suministro 4958/2024
2024,4769,16-07-2024,5372823.2,PROMAR S.R. L,SEC. DE OBRAS Y SERVICIOS PUBLICOS,Suministro 4771/2024
2024,4886,22-07-2024,250762.68,DAWSE INGENIERIA SRL,DEP. PROYECTOS Y OBRAS,Suministro 2429/2024
2024,4998,26-07-2024,856000.0,KIRSA S.A.,INTENDENCIA,Suministro 5408/2024
2024,5078,30-07-2024,5045342.8,AÑOS LUZ,DPTO. ALUMBRADO Y SEMAFORIZACION ESPACIOS PUBLICOS,Suministro 4779/2024
2024,5092,30-07-2024,362500.0,GRUPO BAHIA BLANCA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 4407/2024
2024,5201,01-08-2024,572400.0,ACQUAMANSA,DIRECCION ADJUNTA DE ORDENAMIENTO FORESTAL URBANO,Suministro 4580/2024
2024,5502,16-08-2024,151400.0,COTILLON AMOROSI,INSTITUTO DEL DEPORTE,Suministro 5974/2024
2024,5513,16-08-2024,394582.0,LA MOLIENDA,DEPARTAMENTO CEMENTERIO,Suministro 5839/2024
2024,5553,20-08-2024,428609.05,CODIMAT S.A.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 5540/2024
2024,5789,28-08-2024,1427800.0,PACCHIOTTI GUADALUPE,SUBSECRETARIA DE MANTENIMIENTO,Suministro 6049/2024
2024,6599,17-09-2024,15980000.0,KIRSA S.A.,INTENDENCIA,Resolución 6025/2024
2024,6641,19-09-2024,1567966.4,HOTEL LAND PLAZA,DIRECCION DE TURISMO,Suministro 6609/2024
2024,6704,24-09-2024,94740.0,LA MOLIENDA,DIRECCION GENERAL DE EDUCACION,Suministro 6712/2024
2024,7075,01-10-2024,153000.0,HND IMPRESIONES,DEP. PROYECTOS Y OBRAS,Suministro 6999/2024
2024,6146,30-08-2024,475112.0,SEPULVEDA GOMEZ JAVIER ALEJANDRO,INSTITUTO CULTURAL MUNICIPAL,Suministro 6516/2024
2024,6125,30-08-2024,574560.0,ROTH GABRIEL FABIAN,INSTITUTO CULTURAL MUNICIPAL,Suministro 6506/2024
2024,6351,06-09-2024,452000.0,MH CARTELES,SUBSECRETARIA DE DESARROLLO PRODUCTIVO,Suministro 6569/2024
2024,6808,26-09-2024,1406800.0,OLEOHIDRAULICA BUÑES,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 6589/2024
2024,7111,02-10-2024,102228.0,SITELEC S.A.,NO USAR-DELEG. BAHIA BLANCA CENTRO,Suministro 7311/2024
2024,2563,29-04-2024,900000.0,CABRERA SANTIAGO NAHUEL,TEATRO MUNICIPAL,Suministro 2781/2024
2024,7352,14-10-2024,3740000.0,SUBLIMAR BAHIA SRL.,APELL,Suministro 7334/2024
2024,7379,15-10-2024,230400.0,SAEZ ALEJANDRO ISRAEL,SEC. DE SALUD,Suministro 4941/2024
2024,7396,16-10-2024,1367100.0,RABBIT WORK,AGENCIA DE SEGURIDAD VIAL,Suministro 2835/2024
2024,7832,05-11-2024,46800.0,BAHIA FILTROS SRL.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 7476/2024
2024,7834,05-11-2024,182380.0,ENCENDIDOS PABLO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 7476/2024
2024,2014,04-04-2024,2104516.47,GRUPO MARCO CONSTRUCCIONES S.R.L.,DEP. PROYECTOS Y OBRAS,Suministro 998/2024
2024,2045,04-04-2024,219303.0,GRAFICA ZINGER S.A.,SUBSECRETARIA DE AMBIENTE,Suministro 2167/2024
2024,7940,11-11-2024,1280000.0,TEJO RODRIGUEZ LUCIA,NO USAR-DELEGACION NORTE,Suministro 6845/2024
2024,8065,15-11-2024,3436100.0,MTA ELASTICOS S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 8077/2024
2024,8585,09-12-2024,818300.0,ELECTROMECANICA R & C,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 8403/2024
2024,8591,09-12-2024,108800.0,OLEOHIDRAULICA ELOY J COLANTONIO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 8694/2024
2024,7965,11-11-2024,1253431.22,CODIMAT S.A.,SEC. DE OBRAS Y SERVICIOS PUBLICOS,Suministro 7894/2024
2024,8408,02-12-2024,75014759.7,INGENIERIA Y ARQUITECTURA SRL,DEP. VIALIDAD,Suministro 7891/2024
2024,8409,02-12-2024,353283241.11,GRUPO MARCO CONSTRUCCIONES S.R.L.,DEP. PROYECTOS Y OBRAS,Exp 5334/2024
2024,8878,18-12-2024,911000.0,MECANICA AP,DIRECCION GRAL. DE FISCALIZACION,Suministro 7925/2024
2024,8880,18-12-2024,663200.0,ALVAREZ NEUMATICOS S.A.,DIRECCION GRAL. DE FISCALIZACION,Suministro 7925/2024
2024,8980,23-12-2024,1385980.0,COOPERATIVA OBRERA LIMITADA DE CONSUMO Y VIVIENDA,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 7908/2024
2024,262,30-01-2024,70000.0,AGENDA CULTURAL,INTENDENCIA,Suministro 726/2024
2024,313,30-01-2024,782000.0,PANADERIA EL CRISOL,SUBSECRETARIA RELACIONES INSTITUCIONALES Y CULTO,Suministro 611/2024
2024,705,26-02-2024,414000.0,FERRETERIA CENTRO,DEPARTAMENTO INGENIERIA DE TRANSITO,Suministro 614/2024
2024,834,29-02-2024,345000.0,LOS CHOPEN GRUPO DE ARTISTAS,MUSEO DE ARTE CONTEMPORANEO,Suministro 1531/2024
2024,895,29-02-2024,590529.69,MARTINEZ BRISA,SISTEMA DE AMAS EXTERNAS,Suministro 1198/2024
2024,934,29-02-2024,1203125.0,MANSILLA PAOLA BETIANA,SEC. DE SALUD,Suministro 1302/2024
2024,980,29-02-2024,108000.0,PEZZUTTI MARIA VIRGINIA,OFICINA DE COORDINACION NIDO,Suministro 800/2024
2024,1076,29-02-2024,660000.0,MINNUCCI ROTILI SOLANGE ANAEL,COORD. PROGRAMA ENVION,Suministro 1071/2024
2024,1124,29-02-2024,1276500.0,APEPE,INTENDENCIA,Suministro 1620/2024
2024,1161,29-02-2024,1200000.0,BAIGORRIA SERGIO MARTIN,DEPARTAMENTO CONSERVACION VIAL,Suministro 1573/2024
2024,1172,29-02-2024,605353.72,COOPERATIVA DE TRABAJO LIBERTAD LIMITADA,NO USAR-DELEGACION VILLA ROSAS,Suministro 1732/2024
2024,2931,13-05-2024,2000000.0,TALLER PROTEGIDO SANTA RITA,OFICINA DEPOSITO Y LOGISTICA,Suministro 2961/2024
2024,1227,29-02-2024,26257699.0,COOPERATIVA DE TRABAJO LAS VILLAS LIMITADA,NO USAR-DELEGACION NOROESTE,Suministro 1697/2024
2024,1421,11-03-2024,105746.09,GREEN & CLEAN,DIVISION DESARROLLO SOCIAL,Suministro 785/2024
2024,1564,15-03-2024,42560.72,PROMAR S.R. L,SEC. DE SALUD,Suministro 505/2024
2024,1565,15-03-2024,5639.67,SANITARIOS BAHIA,SEC. DE SALUD,Suministro 505/2024
2024,1716,22-03-2024,138000.0,PIANOLANDIA,INSTITUTO CULTURAL MUNICIPAL,Suministro 2163/2024
2024,1722,23-03-2024,685676.6,CASA BERNABE SCA,NO USAR-DELEGACION VILLA H. GREEN,Suministro 2147/2024
2024,1871,27-03-2024,800000.0,VOGEL ADRIAN MANUEL,SEC. DE OBRAS Y SERVICIOS PUBLICOS,Suministro 2157/2024
2024,1881,27-03-2024,800000.0,NAVARRETE YAMILA MALENA,SEC. DE OBRAS Y SERVICIOS PUBLICOS,Suministro 2172/2024
2024,1958,28-03-2024,1838720.0,COOPERATIVA DE TRABAJO LA PRIMERA DE INGENIERO WHITE,NO USAR-DELEGACION LAS VILLAS,Suministro 2398/2024
2024,1960,28-03-2024,1838720.0,COOPERATIVA DE TRABAJO PORVENIR LIMITADA,NO USAR-DELEGACION NORTE,Suministro 2408/2024
2024,2063,05-04-2024,40004.53,FEDERACION PATRONAL SEGUROS S.A.,SUBSECRETARIA DE DESARROLLO PRODUCTIVO,Suministro 2420/2024
2024,2569,29-04-2024,900000.0,DEL RIO JULIAN EZEQUIEL,TEATRO MUNICIPAL,Suministro 2783/2024
2024,2768,03-05-2024,359825.0,REPUESTOS TATO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2411/2024
2024,2770,03-05-2024,105300.0,TODO CHAPA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2411/2024
2024,3839,03-06-2024,1086254.0,LA MOLIENDA,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 2899/2024
2024,7985,12-11-2024,136018815.33,CARRETERAS 2000 S.A.,DEP. VIALIDAD,Suministro 6486/2024
2024,8000,12-11-2024,2379050.0,INTER POST S.A.,MAYORDOMIA,Suministro 8023/2024
2024,3027,16-05-2024,1936000.0,OLEOHIDRAULICA BUÑES,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 3184/2024
2024,3955,06-06-2024,1435192.0,GARUHAPE MADERAS S.R.L,SUBSECRETARIA DE HABITAT,Suministro 3308/2024
2024,3965,06-06-2024,12616576.78,POMSA - PROYECTOS OBRAS Y MONTAJES S.A.,DEP. PROYECTOS Y OBRAS,Exp 2337/2024
2024,4051,12-06-2024,329800.0,COOPERATIVA OBRERA LIMITADA DE CONSUMO Y VIVIENDA,DIRECCION GENERAL DE DISCAPACIDAD Y ACCESIBILIDAD,Suministro 2935/2024
2024,4066,12-06-2024,150000.0,COPYFAX FOTOCOPIADORAS S.R.L.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 4051/2024
2024,4302,26-06-2024,3519800.0,ENLUZ S.A.,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Suministro 2727/2024
2024,4990,26-07-2024,137057.64,PINTURERIAS ADN,INSTITUTO CULTURAL MUNICIPAL,Suministro 5302/2024
2024,5183,01-08-2024,430000.0,CACU CLIMATIZACION,BAHIA HUB- ESPACIO CESAR MILSTEIN,Suministro 5381/2024
2024,5195,01-08-2024,591464.0,PINTURERIA FERNANDEZ,TEATRO MUNICIPAL,Resolución 5236/2024
2024,5265,06-08-2024,4997770.0,LA ILUSION,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 4561/2024
2024,5277,06-08-2024,3455100.0,IMPRENTA MARQUEZ GARABANO,SUBSECRETARIA RELACIONES INSTITUCIONALES Y CULTO,Suministro 5509/2024
2024,6459,11-09-2024,47100.0,TELAS BOHEME,INSTITUTO CULTURAL MUNICIPAL,Suministro 6677/2024
2024,6464,11-09-2024,990000.0,JAGER ALEXIS EMANUEL,INSTITUTO CULTURAL MUNICIPAL,Suministro 6700/2024
2024,1187,29-02-2024,207000.0,BOTTA JOAQUIN,INTENDENCIA,Suministro 1705/2024
2024,1920,27-03-2024,616000.0,CERNADAS ARDUIN MARIA DEL CIELO,DIRECCION DE TURISMO,Suministro 1834/2024
2024,2503,26-04-2024,29473797.1,TALLERES B J IRRAZABAL S.A.,DEP. PROYECTOS Y OBRAS,Suministro 1799/2024
2024,2513,26-04-2024,420800.0,BVC ONLINE,"ADMINISTRACION DE REDES, DATOS Y TRANF DIGITAL",Suministro 2891/2024
2024,2585,29-04-2024,395928.0,ARROYO TOMAS AGUSTIN,INSTITUTO CULTURAL MUNICIPAL,Suministro 3051/2024
2024,2831,07-05-2024,39000.0,LA CANTERA DE IGNACIO DOBRY,HOGAR DE NIÑOS Y NIÑAS PEUMAYEN,Suministro 1996/2024
2024,2835,07-05-2024,216120.0,LA MOLIENDA,DIRECCION GENERAL DE EDUCACION,Suministro 2525/2024
2024,3769,31-05-2024,821553.96,BEITELEZTN MARIA DEL CARMEN,PEQUEÑOS HOGARES - HOGAR SUST.,Suministro 3549/2024
2024,3803,31-05-2024,825000.0,SOLIS ANA MABEL,CENTRO CAPAC. Y PROMOCION VILLA MIRAMAR,Suministro 3452/2024
2024,4029,11-06-2024,31626963.55,OBRAS ABEDUL S.R.L.,DEP. VIALIDAD,Suministro 3033/2024
2024,413,06-02-2024,76200.0,LANGIANO JOSE,INSTITUTO CULTURAL MUNICIPAL,Suministro 753/2024
2024,415,06-02-2024,76200.0,CHEDRESE JONATHAN LUCIANO,INSTITUTO CULTURAL MUNICIPAL,Suministro 754/2024
2024,1587,15-03-2024,927000.0,ALAUX NEUMATICOS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 1923/2024
